"행정구역","2022년08월_계_총인구수","2022년08월_계_연령구간인구수","2022년08월_계_0세","2022년08월_남_총인구수","2022년08월_남_연령구간인구수","2022년08월_남_0세","2022년08월_여_총인구수","2022년08월_여_연령구간인구수","2022년08월_여_0세"
"전라남도 진도군 진도읍(4690025000)","10,599","58","58","5,233","23","23","5,366","35","35"
"전라남도 진도군 군내면(4690031000)","2,942","9","9","1,487","3","3","1,455","6","6"
"전라남도 진도군 고군면(4690032000)","3,520","15","15","1,721","8","8","1,799","7","7"
"전라남도 진도군 의신면(4690033000)","3,389","5","5","1,740","3","3","1,649","2","2"
"전라남도 진도군 임회면(4690034000)","3,369","11","11","1,644","7","7","1,725","4","4"
"전라남도 진도군 지산면(4690035000)","3,008","8","8","1,446","5","5","1,562","3","3"
"전라남도 진도군 조도면(4690036000)","2,225","1","1","1,135","0","0","1,090","1","1"
"전라남도 진도군 조도면가사출장소(4690036500)","255","0","0","136","0","0","119","0","0"
"전라남도 진도군 조도면거차출장소(4690036600)","379","1","1","197","1","1","182","0","0"
"전라남도 신안군 (4691000000)","38,124","101","101","20,472","59","59","17,652","42","42"
"전라남도 신안군 지도읍(4691025000)","4,217","11","11","2,217","10","10","2,000","1","1"
"전라남도 신안군 지도읍선도출장소(4691025100)","232","0","0","122","0","0","110","0","0"
"전라남도 신안군 압해읍(4691025300)","5,597","19","19","3,047","10","10","2,550","9","9"
"전라남도 신안군 압해읍매화출장소(4691025400)","234","1","1","118","0","0","116","1","1"
"전라남도 신안군 압해읍고이도출장소(4691025500)","216","2","2","126","0","0","90","2","2"
"전라남도 신안군 증도면(4691031000)","1,444","2","2","789","2","2","655","0","0"
"전라남도 신안군 증도면병풍출장소(4691031500)","305","0","0","179","0","0","126","0","0"
"전라남도 신안군 임자면(4691032000)","3,183","14","14","1,685","6","6","1,498","8","8"
"전라남도 신안군 자은면(4691033000)","2,284","3","3","1,226","1","1","1,058","2","2"
"전라남도 신안군 비금면(4691034000)","3,484","6","6","1,850","4","4","1,634","2","2"
"전라남도 신안군 도초면(4691035000)","2,468","7","7","1,267","5","5","1,201","2","2"
"전라남도 신안군 도초면우이도출장소(4691035500)","220","0","0","131","0","0","89","0","0"
"전라남도 신안군 흑산면(4691036000)","2,165","9","9","1,241","6","6","924","3","3"
"전라남도 신안군 흑산면가거도출장소(4691036500)","413","0","0","266","0","0","147","0","0"
"전라남도 신안군 흑산면태도출장소(4691036600)","188","0","0","110","0","0","78","0","0"
"전라남도 신안군 흑산면홍도출장소(4691036700)","450","2","2","250","1","1","200","1","1"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","297","2","2","177","1","1","120","1","1"
"전라남도 신안군 하의면(4691037000)","1,666","0","0","908","0","0","758","0","0"
"전라남도 신안군 신의면(4691038000)","1,523","3","3","834","2","2","689","1","1"
"전라남도 신안군 장산면(4691039000)","1,517","5","5","808","3","3","709","2","2"
"전라남도 신안군 안좌면(4691040000)","2,810","7","7","1,468","5","5","1,342","2","2"
"전라남도 신안군 안좌면자라출장소(4691040500)","295","1","1","161","0","0","134","1","1"
"전라남도 신안군 팔금면(4691041000)","967","1","1","478","0","0","489","1","1"
"전라남도 신안군 암태면(4691042000)","1,949","6","6","1,014","3","3","935","3","3"
"경상북도  (4700000000)","2,609,356","10,989","10,989","1,315,815","5,610","5,610","1,293,541","5,379","5,379"
"경상북도 포항시 (4711000000)","498,597","2,118","2,118","252,607","1,070","1,070","245,990","1,048","1,048"
"경상북도 포항시 남구 (4711100000)","228,610","880","880","118,428","450","450","110,182","430","430"
"경상북도 포항시 남구 구룡포읍(4711125000)","7,191","1","1","3,644","0","0","3,547","1","1"
"경상북도 포항시 남구 연일읍(4711125300)","29,922","83","83","15,215","45","45","14,707","38","38"
"경상북도 포항시 남구 오천읍(4711125600)","56,054","299","299","30,024","161","161","26,030","138","138"
"경상북도 포항시 남구 대송면(4711131000)","3,310","4","4","1,714","1","1","1,596","3","3"
"경상북도 포항시 남구 동해면(4711132000)","9,694","40","40","4,877","19","19","4,817","21","21"
"경상북도 포항시 남구 장기면(4711133000)","3,990","3","3","1,957","3","3","2,033","0","0"
"경상북도 포항시 남구 호미곶면(4711135000)","1,825","2","2","892","1","1","933","1","1"
"경상북도 포항시 남구 상대동(4711152500)","24,473","64","64","12,773","42","42","11,700","22","22"
"경상북도 포항시 남구 해도동(4711154500)","17,015","38","38","8,731","15","15","8,284","23","23"
"경상북도 포항시 남구 송도동(4711155000)","11,996","13","13","5,990","5","5","6,006","8","8"
"경상북도 포항시 남구 청림동(4711156000)","4,721","19","19","2,546","8","8","2,175","11","11"
"경상북도 포항시 남구 제철동(4711157000)","2,996","11","11","1,821","4","4","1,175","7","7"
"경상북도 포항시 남구 효곡동(4711158000)","30,219","114","114","15,366","54","54","14,853","60","60"
"경상북도 포항시 남구 대이동(4711159000)","25,204","189","189","12,878","92","92","12,326","97","97"
"경상북도 포항시 북구 (4711300000)","269,987","1,238","1,238","134,179","620","620","135,808","618","618"
"경상북도 포항시 북구 흥해읍(4711325000)","40,576","214","214","20,318","116","116","20,258","98","98"
"경상북도 포항시 북구 신광면(4711331000)","2,879","2","2","1,430","0","0","1,449","2","2"
"경상북도 포항시 북구 청하면(4711332000)","4,726","2","2","2,333","0","0","2,393","2","2"
"경상북도 포항시 북구 송라면(4711333000)","2,468","1","1","1,185","0","0","1,283","1","1"
"경상북도 포항시 북구 기계면(4711334000)","4,994","4","4","2,436","2","2","2,558","2","2"
"경상북도 포항시 북구 죽장면(4711335000)","2,132","2","2","1,063","1","1","1,069","1","1"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","621","1","1","316","0","0","305","1","1"
"경상북도 포항시 북구 기북면(4711336000)","1,307","0","0","644","0","0","663","0","0"
"경상북도 포항시 북구 중앙동(4711352000)","15,070","48","48","7,419","28","28","7,651","20","20"
"경상북도 포항시 북구 양학동(4711363000)","16,504","71","71","8,166","33","33","8,338","38","38"
"경상북도 포항시 북구 죽도동(4711365500)","19,908","56","56","9,792","28","28","10,116","28","28"
"경상북도 포항시 북구 용흥동(4711366500)","21,798","65","65","10,659","37","37","11,139","28","28"
"경상북도 포항시 북구 우창동(4711368000)","33,057","228","228","16,104","111","111","16,953","117","117"
"경상북도 포항시 북구 두호동(4711369000)","22,538","120","120","11,101","49","49","11,437","71","71"
"경상북도 포항시 북구 장량동(4711370000)","72,052","367","367","36,599","186","186","35,453","181","181"
"경상북도 포항시 북구 환여동(4711371000)","9,357","57","57","4,614","29","29","4,743","28","28"
"경상북도 경주시 (4713000000)","250,453","975","975","125,322","517","517","125,131","458","458"
"경상북도 경주시 감포읍(4713025000)","5,375","5","5","2,679","4","4","2,696","1","1"
"경상북도 경주시 안강읍(4713025300)","23,689","36","36","11,721","23","23","11,968","13","13"
"경상북도 경주시 건천읍(4713025600)","9,157","18","18","4,641","9","9","4,516","9","9"
"경상북도 경주시 외동읍(4713025900)","22,298","134","134","11,765","70","70","10,533","64","64"
"경상북도 경주시 문무대왕면(4713031500)","4,128","20","20","2,148","10","10","1,980","10","10"
"경상북도 경주시 양남면(4713032000)","6,283","12","12","3,331","6","6","2,952","6","6"
"경상북도 경주시 내남면(4713033000)","4,632","2","2","2,340","0","0","2,292","2","2"
"경상북도 경주시 산내면(4713034000)","3,257","2","2","1,614","1","1","1,643","1","1"
"경상북도 경주시 서면(4713035000)","3,102","5","5","1,560","1","1","1,542","4","4"
"경상북도 경주시 현곡면(4713036000)","21,592","159","159","10,626","82","82","10,966","77","77"
"경상북도 경주시 강동면(4713037000)","6,007","7","7","3,063","2","2","2,944","5","5"
"경상북도 경주시 천북면(4713038000)","5,720","22","22","3,000","13","13","2,720","9","9"
"경상북도 경주시 중부동(4713051500)","5,002","17","17","2,483","9","9","2,519","8","8"
"경상북도 경주시 황오동(4713053000)","6,136","13","13","2,944","7","7","3,192","6","6"
"경상북도 경주시 성건동(4713055000)","13,842","24","24","6,910","17","17","6,932","7","7"
"경상북도 경주시 황남동(4713057000)","4,330","8","8","2,140","5","5","2,190","3","3"
"경상북도 경주시 선도동(4713059000)","14,658","57","57","7,380","31","31","7,278","26","26"
"경상북도 경주시 월성동(4713060500)","5,752","13","13","2,820","6","6","2,932","7","7"
"경상북도 경주시 용강동(4713061500)","24,019","174","174","11,819","93","93","12,200","81","81"
"경상북도 경주시 황성동(4713062100)","27,967","124","124","13,686","57","57","14,281","67","67"
"경상북도 경주시 동천동(4713063000)","21,900","59","59","10,910","39","39","10,990","20","20"
"경상북도 경주시 불국동(4713065000)","9,913","60","60","4,901","29","29","5,012","31","31"
"경상북도 경주시 보덕동(4713066000)","1,694","4","4","841","3","3","853","1","1"
"경상북도 김천시 (4715000000)","139,710","738","738","70,096","385","385","69,614","353","353"
"경상북도 김천시 아포읍(4715025000)","7,882","35","35","3,951","23","23","3,931","12","12"
"경상북도 김천시 농소면(4715031000)","3,122","5","5","1,628","2","2","1,494","3","3"
"경상북도 김천시 남면(4715032000)","3,069","3","3","1,589","3","3","1,480","0","0"
"경상북도 김천시 개령면(4715034000)","2,417","9","9","1,240","6","6","1,177","3","3"
"경상북도 김천시 감문면(4715035000)","3,243","7","7","1,619","3","3","1,624","4","4"
"경상북도 김천시 어모면(4715036000)","4,051","13","13","2,091","6","6","1,960","7","7"
"경상북도 김천시 봉산면(4715037000)","3,013","5","5","1,559","1","1","1,454","4","4"
"경상북도 김천시 대항면(4715038000)","3,416","6","6","1,732","3","3","1,684","3","3"
"경상북도 김천시 감천면(4715039000)","1,923","5","5","988","3","3","935","2","2"
"경상북도 김천시 조마면(4715040000)","2,169","3","3","1,084","1","1","1,085","2","2"
"경상북도 김천시 구성면(4715041000)","2,741","6","6","1,375","4","4","1,366","2","2"
"경상북도 김천시 지례면(4715042000)","1,502","4","4","744","1","1","758","3","3"
"경상북도 김천시 부항면(4715043000)","1,242","1","1","621","0","0","621","1","1"
"경상북도 김천시 대덕면(4715044000)","2,263","1","1","1,140","0","0","1,123","1","1"
"경상북도 김천시 증산면(4715045000)","1,013","0","0","485","0","0","528","0","0"
"경상북도 김천시 자산동(4715051600)","6,403","17","17","3,245","7","7","3,158","10","10"
"경상북도 김천시 평화남산동(4715053600)","7,411","10","10","3,632","6","6","3,779","4","4"
"경상북도 김천시 양금동(4715056500)","3,753","7","7","1,820","3","3","1,933","4","4"
"경상북도 김천시 대신동(4715057500)","25,046","153","153","12,408","75","75","12,638","78","78"
"경상북도 김천시 대곡동(4715059500)","20,037","95","95","10,034","45","45","10,003","50","50"
"경상북도 김천시 지좌동(4715061000)","10,857","66","66","5,526","39","39","5,331","27","27"
"경상북도 김천시 율곡동(4715064000)","23,137","287","287","11,585","154","154","11,552","133","133"
"경상북도 안동시 (4717000000)","155,451","636","636","76,851","309","309","78,600","327","327"
"경상북도 안동시 풍산읍(4717025000)","6,349","11","11","3,212","7","7","3,137","4","4"
"경상북도 안동시 와룡면(4717031000)","3,942","1","1","2,045","0","0","1,897","1","1"
"경상북도 안동시 북후면(4717032000)","2,894","3","3","1,506","3","3","1,388","0","0"
"경상북도 안동시 서후면(4717033000)","3,517","6","6","1,866","4","4","1,651","2","2"
"경상북도 안동시 풍천면(4717034000)","7,063","60","60","3,591","27","27","3,472","33","33"
"경상북도 안동시 일직면(4717035000)","2,641","4","4","1,280","2","2","1,361","2","2"
"경상북도 안동시 남후면(4717036000)","1,662","5","5","842","4","4","820","1","1"
"경상북도 안동시 남선면(4717037000)","2,054","2","2","1,063","2","2","991","0","0"
"경상북도 안동시 임하면(4717038000)","2,752","2","2","1,427","0","0","1,325","2","2"
"경상북도 안동시 길안면(4717039000)","2,647","4","4","1,344","1","1","1,303","3","3"
"경상북도 안동시 임동면(4717040000)","1,708","2","2","887","2","2","821","0","0"
"경상북도 안동시 예안면(4717041000)","1,778","3","3","918","1","1","860","2","2"
"경상북도 안동시 도산면(4717042000)","1,535","1","1","807","1","1","728","0","0"
"경상북도 안동시 녹전면(4717043000)","1,683","1","1","867","0","0","816","1","1"
"경상북도 안동시 중구동(4717051000)","5,015","14","14","2,456","4","4","2,559","10","10"
"경상북도 안동시 명륜동(4717052000)","4,889","15","15","2,361","9","9","2,528","6","6"
"경상북도 안동시 용상동(4717055500)","21,963","101","101","10,940","46","46","11,023","55","55"
"경상북도 안동시 서구동(4717058500)","8,753","16","16","4,197","8","8","4,556","8","8"
"경상북도 안동시 태화동(4717060000)","12,774","68","68","6,329","35","35","6,445","33","33"
"경상북도 안동시 평화동(4717062000)","6,132","12","12","2,952","5","5","3,180","7","7"
"경상북도 안동시 안기동(4717063000)","6,141","28","28","3,040","14","14","3,101","14","14"
"경상북도 안동시 옥동(4717065000)","21,094","99","99","9,979","46","46","11,115","53","53"
"경상북도 안동시 송하동(4717066000)","15,887","105","105","7,744","58","58","8,143","47","47"
"경상북도 안동시 강남동(4717069000)","10,578","73","73","5,198","30","30","5,380","43","43"
"경상북도 구미시 (4719000000)","408,619","2,126","2,126","210,067","1,087","1,087","198,552","1,039","1,039"
"경상북도 구미시 선산읍(4719025000)","14,420","38","38","7,116","13","13","7,304","25","25"
"경상북도 구미시 고아읍(4719025300)","38,489","190","190","19,397","91","91","19,092","99","99"
"경상북도 구미시 산동읍(4719025600)","27,000","406","406","14,099","226","226","12,901","180","180"
"경상북도 구미시 무을면(4719031000)","1,822","0","0","903","0","0","919","0","0"
"경상북도 구미시 옥성면(4719032000)","1,660","0","0","852","0","0","808","0","0"
"경상북도 구미시 도개면(4719033000)","2,167","3","3","1,123","1","1","1,044","2","2"
"경상북도 구미시 해평면(4719034000)","3,942","1","1","2,080","1","1","1,862","0","0"
