,결과,득점_득점,공격종합성공률,후위성공률,퀵오픈성공률,서브성공률,디그성공률,세트성공률,리시브성공률,블로킹성공률,팀명_GS칼텍스,팀명_IBK기업은행,팀명_KGC인삼공사,팀명_페퍼저축은행,팀명_한국도로공사,팀명_현대건설,팀명_흥국생명,상대팀_GS칼텍스,상대팀_IBK기업은행,상대팀_KGC인삼공사,상대팀_페퍼저축은행,상대팀_한국도로공사,상대팀_현대건설,상대팀_흥국생명
817,0,74,0.3609467455621302,0.42857142857142855,0.2727272727272727,0.03529411764705882,0.897196261682243,0.32558139534883723,0.5054945054945055,0.13333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0
818,0,27,0.3275862068965517,0.3333333333333333,0.4,0.1111111111111111,0.8478260869565217,0.30927835051546393,0.5135135135135135,0.14285714285714285,0,0,0,0,0,0,1,0,1,0,0,0,0,0
819,0,57,0.31690140845070425,0.2702702702702703,0.3870967741935484,0.0125,0.803921568627451,0.3092105263157895,0.47368421052631576,0.18032786885245902,0,0,0,0,0,0,1,0,0,1,0,0,0,0
820,0,37,0.30303030303030304,0.3333333333333333,0.34782608695652173,0.09090909090909091,0.8,0.18518518518518517,0.4626865671641791,0.07692307692307693,0,0,0,0,0,0,1,0,1,0,0,0,0,0
821,0,69,0.30158730158730157,0.3055555555555556,0.47058823529411764,0.043478260869565216,0.8760330578512396,0.2903225806451613,0.4838709677419355,0.09523809523809523,0,0,0,0,0,0,1,0,0,1,0,0,0,0
822,0,66,0.33125,0.5652173913043478,0.14285714285714285,0.058823529411764705,0.7916666666666666,0.296551724137931,0.3780487804878049,0.11428571428571428,0,0,0,0,0,0,1,1,0,0,0,0,0,0
823,0,67,0.4306569343065693,0.3225806451612903,0.35714285714285715,0.058823529411764705,0.7738095238095238,0.39436619718309857,0.367816091954023,0.057692307692307696,0,0,0,0,0,0,1,0,0,0,0,0,1,0
824,0,50,0.296875,0.2608695652173913,0.07142857142857142,0.06060606060606061,0.8214285714285714,0.23809523809523808,0.33783783783783783,0.17391304347826086,0,0,0,0,0,0,1,0,0,0,0,1,0,0
825,0,62,0.3416149068322981,0.48148148148148145,0.38095238095238093,0.041237113402061855,0.8660714285714286,0.3063583815028902,0.3230769230769231,0.05,0,0,0,0,0,0,1,0,0,1,0,0,0,0
826,1,83,0.3602150537634409,0.19047619047619047,0.4,0.06666666666666667,0.8359375,0.324468085106383,0.5161290322580645,0.11688311688311688,0,0,0,0,0,0,1,0,1,0,0,0,0,0
827,0,42,0.3723404255319149,0.3076923076923077,0.5,0.05172413793103448,0.8392857142857143,0.34285714285714286,0.4461538461538462,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
828,0,44,0.3333333333333333,0.25,0.5555555555555556,0.03773584905660377,0.8493150684931506,0.3217391304347826,0.43283582089552236,0.08888888888888889,0,0,0,0,0,0,1,0,0,0,0,1,0,0
829,1,82,0.34408602150537637,0.23333333333333334,0.5,0.07,0.875,0.3064516129032258,0.4782608695652174,0.13924050632911392,0,0,0,0,0,0,1,0,0,0,0,0,1,0
830,1,80,0.3872832369942196,0.391304347826087,0.475,0.021052631578947368,0.8803418803418803,0.3795180722891566,0.5125,0.16176470588235295,0,0,0,0,0,0,1,0,0,1,0,0,0,0
831,0,52,0.33858267716535434,0.3888888888888889,0.34782608695652173,0.0847457627118644,0.8461538461538461,0.3017241379310345,0.32432432432432434,0.08333333333333333,0,0,0,0,0,0,1,1,0,0,0,0,0,0
